Year,Estimated Value
2006-08-27,77843.10909140208
2006-09-03,77858.21196767564
2006-09-10,77880.74544809536
2006-09-17,77910.70953266123
2006-09-24,77948.10422137324
2006-10-01,77992.92951423141
2006-10-08,78045.18541123571
2006-10-15,78104.87191238615
2006-10-22,78171.98901768278
2006-10-29,78246.53672712551
2006-11-05,78328.5150407144
2006-11-12,78417.92395844945
2006-11-19,78514.76348033063
2006-11-26,78619.03360635799
2006-12-03,78730.73433653146
2006-12-10,78849.86567085108
2006-12-17,78976.42760931687
2006-12-24,79110.42015192879
2006-12-31,79251.84329868687
2007-01-07,79400.0
2007-01-14,79556.98140464145
2007-01-21,79720.69636383797
2007-01-28,79891.8419271806
2007-02-04,80070.41809466943
2007-02-11,80256.42486630438
2007-02-18,80449.86224208548
2007-02-25,80650.73022201273
2007-03-04,80859.0288060861
2007-03-11,81074.75799430566
2007-03-18,81297.91778667134
2007-03-25,81528.50818318318
2007-04-01,81766.52918384116
2007-04-08,82011.98078864528
2007-04-15,82264.86299759557
2007-04-22,82525.17581069199
2007-04-29,82792.91922793456
2007-05-06,83068.09324932328
2007-05-13,83350.69787485813
2007-05-20,83640.73310453913
2007-05-27,83938.19893836629
2007-06-03,84243.09537633961
2007-06-10,84555.42241845906
2007-06-17,84875.18006472464
2007-06-24,85202.3683151364
2007-07-01,85536.9871696943
2007-07-08,85879.03662839832
2007-07-15,86217.30195868215
2007-07-22,86540.56842797933
2007-07-29,86848.83603628994
2007-08-05,87142.10478361398
2007-08-12,87420.37466995134
2007-08-19,87683.64569530216
2007-08-26,87931.91785966636
2007-09-02,88165.19116304396
2007-09-09,88383.46560543495
2007-09-16,88586.74118683935
2007-09-23,88775.01790725713
2007-09-30,88948.29576668834
2007-10-07,89106.57476513293
2007-10-14,89249.8549025909
2007-10-21,89378.13617906229
2007-10-28,89491.41859454708
2007-11-04,89589.70214904526
2007-11-11,89672.98684255683
2007-11-18,89741.27267508183
2007-11-25,89794.55964662018
2007-12-02,89832.84775717198
2007-12-09,89856.13700673715
2007-12-16,89864.42739531571
2007-12-23,89857.7189229077
2007-12-30,89836.01158951306
2008-01-06,89800.0
2008-01-13,89747.60033976397
2008-01-20,89680.89642340953
2008-01-27,89599.19364606851
2008-02-03,89502.49200774088
2008-02-10,89390.79150842661
2008-02-17,89264.0921481258
2008-02-24,89122.39392683831
2008-03-02,88965.69684456429
2008-03-09,88794.00090130365
2008-03-16,88607.30609705637
2008-03-23,88405.61243182253
2008-03-30,88188.91990560206
2008-04-06,87957.22851839502
2008-04-13,87710.53827020136
2008-04-20,87448.84916102108
2008-04-27,87172.16119085424
2008-05-04,86880.47435970076
2008-05-11,86573.7886675607
2008-05-18,86252.10411443401
2008-05-25,85915.42070032074
2008-06-01,85563.73842522089
2008-06-08,85197.05728913442
2008-06-15,84815.37729206136
2008-06-22,84418.69843400166
2008-06-29,84007.02071495538
2008-07-06,83580.34413492249
2008-07-13,83155.05640699762
2008-07-20,82747.54524427536
2008-07-27,82357.8106467557
2008-08-03,81985.85261443864
2008-08-10,81631.6711473242
2008-08-17,81295.26624541236
2008-08-24,80976.63790870314
2008-08-31,80675.78613719654
2008-09-07,80392.71093089253
2008-09-14,80127.41228979114
2008-09-21,79879.89021389236
2008-09-28,79650.14470319619
2008-10-05,79438.17575770261
2008-10-12,79243.98337741164
2008-10-19,79067.56756232331
2008-10-26,78908.92831243757
2008-11-02,78768.06562775445
2008-11-09,78644.97950827391
2008-11-16,78539.669953996
2008-11-23,78452.1369649207
2008-11-30,78382.380541048
2008-12-07,78330.40068237792
2008-12-14,78296.19738891046
2008-12-21,78279.77066064559
2008-12-28,78281.12049758332
2009-01-04,78300.0
2009-01-11,78337.14986706665
2009-01-18,78391.82939961221
2009-01-25,78464.2854973604
2009-02-01,78554.51816031119
2009-02-08,78662.52738846459
2009-02-15,78788.3131818206
2009-02-22,78931.8755403792
2009-03-01,79093.21446414043
2009-03-08,79272.32995310427
2009-03-15,79469.22200727071
2009-03-22,79683.89062663978
2009-03-29,79916.33581121144
2009-04-05,80166.5575609857
2009-04-12,80434.5558759626
2009-04-19,80720.33075614208
2009-04-26,81023.88220152419
2009-05-03,81345.21021210888
2009-05-10,81684.3147878962
2009-05-17,82041.19592888613
2009-05-24,82415.85363507866
2009-05-31,82808.28790647381
2009-06-07,83218.49874307157
2009-06-14,83646.48614487195
2009-06-21,84092.25011187492
2009-06-28,84555.7906440805
2009-07-05,85037.1077414887
2009-07-12,85533.70092495054
2009-07-19,86043.06971531708
2009-07-26,86565.21411258826
2009-08-02,87100.13411676415
2009-08-09,87647.8297278447
2009-08-16,88208.30094582996
2009-08-23,88781.54777071992
2009-08-30,89367.57020251454
2009-09-06,89966.36824121384
2009-09-13,90577.94188681785
2009-09-20,91202.29113932651
2009-09-27,91839.41599873987
2009-10-04,92489.31646505793
2009-10-11,93151.99253828064
2009-10-18,93827.44421840805
2009-10-25,94515.67150544014
2009-11-01,95216.67439937692
2009-11-08,95930.45290021838
2009-11-15,96657.00700796451
2009-11-22,97396.33672261535
2009-11-29,98148.44204417085
2009-12-06,98913.32297263105
2009-12-13,99690.97950799593
2009-12-20,100481.41165026548
2009-12-27,101284.61939943973
2010-01-03,102100.0
2010-01-10,102929.36171850227
2010-01-17,103770.89628839056
2010-01-24,104625.20646518355
2010-01-31,105492.29224888122
2010-02-07,106372.15363948354
2010-02-14,107264.7906369906
2010-02-21,108170.20324140228
2010-02-28,109088.3914527187
2010-03-07,110019.35527093979
2010-03-14,110963.09469606553
2010-03-21,111919.60972809601
2010-03-28,112888.9003670311
2010-04-04,113870.96661287094
2010-04-11,114865.80846561544
2010-04-18,115873.4259252646
2010-04-25,116893.8189918185
2010-05-02,117926.98766527703
2010-05-09,118972.93194564024
2010-05-16,120031.65183290816
2010-05-23,121103.14732708076
2010-05-30,122187.41842815804
2010-06-06,123284.46513614003
2010-06-13,124394.2874510267
2010-06-20,125516.88537281803
2010-06-27,126652.25890151403
2010-07-04,127800.40803711471
2010-07-11,128934.35418017296
2010-07-18,130027.1187312416
2010-07-25,131078.70169032065
2010-08-01,132089.10305741007
2010-08-08,133058.32283250988
2010-08-15,133986.3610156201
2010-08-22,134873.2176067407
2010-08-29,135718.89260587175
2010-09-05,136523.38601301317
2010-09-12,137286.69782816496
2010-09-19,138008.82805132715
2010-09-26,138689.7766824998
2010-10-03,139329.54372168277
2010-10-10,139928.12916887613
2010-10-17,140485.53302407995
2010-10-24,141001.75528729413
2010-10-31,141476.79595851872
2010-11-07,141910.65503775366
2010-11-14,142303.33252499902
2010-11-21,142654.82842025487
2010-11-28,142965.14272352098
2010-12-05,143234.27543479754
2010-12-12,143462.22655408454
2010-12-19,143648.99608138186
2010-12-26,143794.5840166896
2011-01-02,143900.0
2011-01-09,143962.21511133632
2011-01-16,143984.25827067526
2011-01-23,143965.11983802458
2011-01-30,143904.79981338434
2011-02-06,143803.29819675445
2011-02-13,143660.61498813497
2011-02-20,143476.7501875259
2011-02-27,143251.7037949272
2011-03-06,142985.47581033892
2011-03-13,142678.06623376106
2011-03-20,142329.47506519355
2011-03-27,141939.70230463642
2011-04-03,141508.74795208976
2011-04-10,141036.61200755346
2011-04-17,140523.2944710275
2011-04-24,139968.79534251202
2011-05-01,139373.11462200692
2011-05-08,138736.25230951217
2011-05-15,138058.20840502786
2011-05-22,137338.98290855394
2011-05-29,136578.5758200904
2011-06-05,135776.9871396373
2011-06-12,134934.2168671945
2011-06-19,134050.26500276217
2011-06-26,133125.13154634024
2011-07-03,132158.8164979287
2011-07-10,131178.2732368539
2011-07-17,130210.45514244212
2011-07-24,129255.3622146934
2011-07-31,128312.9944536078
2011-08-07,127383.35185918523
2011-08-14,126466.43443142572
2011-08-21,125562.24217032931
2011-08-28,124670.77507589593
2011-09-04,123792.03314812564
2011-09-11,122926.01638701838
2011-09-18,122072.7247925742
2011-09-25,121232.15836479311
2011-10-02,120404.31710367504
2011-10-09,119589.20100922008
2011-10-16,118786.81008142814
2011-10-23,117997.1443202993
2011-10-30,117220.20372583349
2011-11-06,116455.98829803079
2011-11-13,115704.49803689112
2011-11-20,114965.73294241454
2011-11-27,114239.693014601
2011-12-04,113526.37825345053
2011-12-11,112825.78865896311
2011-12-18,112137.92423113878
2011-12-25,111462.7849699775
2012-01-01,110800.0
2012-01-08,110150.68194764417
2012-01-15,109513.71818647208
2012-01-22,108889.47959196306
2012-01-29,108277.9661641171
2012-02-05,107679.17790293421
2012-02-12,107093.1148084144
2012-02-19,106519.7768805576
2012-02-26,105959.16411936394
2012-03-04,105411.27652483329
2012-03-11,104876.11409696574
2012-03-18,104353.67683576125
2012-03-25,103843.9647412198
2012-04-01,103346.97781334142
2012-04-08,102862.71605212614
2012-04-15,102391.17945757387
2012-04-22,101932.36802968472
2012-04-29,101486.28176845858
2012-05-06,101052.92067389551
2012-05-13,100632.28474599554
2012-05-20,100224.37398475863
2012-05-27,99829.18839018476
2012-06-03,99446.72796227396
2012-06-10,99076.99270102623
2012-06-17,98719.98260644157
2012-06-24,98375.69767851997
2012-07-01,98044.13791726143
2012-07-08,97727.61673884987
2012-07-15,97440.01464038873
2012-07-22,97183.64503806196
2012-07-29,96958.50793186954
2012-08-05,96764.60332181146
2012-08-12,96601.93120788773
2012-08-19,96470.49159009835
2012-08-26,96370.28446844332
2012-09-02,96301.30984292264
2012-09-09,96263.5677135363
2012-09-16,96257.05808028432
2012-09-23,96281.78094316665
2012-09-30,96337.73630218339
2012-10-07,96424.92415733443
2012-10-14,96543.34450861983
2012-10-21,96692.9973560396
2012-10-28,96873.8826995937
2012-11-04,97086.00053928212
2012-11-11,97329.35087510495
2012-11-18,97603.93370706207
2012-11-25,97909.74903515358
2012-12-02,98246.7968593794
2012-12-09,98615.0771797396
2012-12-16,99014.58999623414
2012-12-23,99445.33530886305
2012-12-30,99907.31311762628
2013-01-06,100400.0
2013-01-13,100924.96622355579
2013-01-20,101480.64152072207
2013-01-27,102067.54931402269
2013-02-03,102685.6896034577
2013-02-10,103335.062389027
2013-02-17,104015.66767073068
2013-02-24,104727.5054485687
2013-03-03,105470.57572254108
2013-03-10,106244.87849264778
2013-03-17,107050.41375888887
2013-03-24,107887.18152126427
2013-03-31,108755.18177977404
2013-04-07,109654.41453441815
2013-04-14,110584.87978519662
2013-04-21,111546.57753210943
2013-04-28,112539.50777515658
2013-05-05,113563.6705143381
2013-05-12,114619.06574965394
2013-05-19,115705.69348110416
2013-05-26,116823.55370868868
2013-06-02,117972.64643240761
2013-06-09,119152.97165226085
2013-06-16,120364.52936824843
2013-06-23,121607.31958037039
2013-06-30,122881.34228862669
2013-07-07,124186.5974930173
2013-07-14,125494.11139746787
2013-07-21,126774.91020590391
2013-07-28,128028.99391832548
2013-08-04,129256.36253473253
2013-08-11,130457.01605512506
2013-08-18,131630.95447950313
2013-08-25,132778.17780786662
2013-09-01,133898.68604021566
2013-09-08,134992.47917655017
2013-09-15,136059.55721687016
2013-09-22,137099.92016117566
2013-09-29,138113.56800946666
2013-10-06,139100.50076174317
2013-10-13,140060.71841800513
2013-10-20,140994.22097825262
2013-10-27,141901.00844248562
2013-11-03,142781.08081070406
2013-11-10,143634.438082908
2013-11-17,144461.08025909745
2013-11-24,145261.00733927242
2013-12-01,146034.2193234329
2013-12-08,146780.71621157878
2013-12-15,147500.49800371024
2013-12-22,148193.56469982714
2013-12-29,148859.91629992958
2014-01-05,149500.0
2014-01-12,150112.4742120909
2014-01-19,150698.6805241498
2014-01-26,151258.1717401942
2014-02-02,151790.94786022409
2014-02-09,152297.00888423945
2014-02-16,152776.35481224037
2014-02-23,153228.98564422666
2014-03-02,153654.90138019857
2014-03-09,154054.10202015593
2014-03-16,154426.58756409877
2014-03-23,154772.35801202714
2014-03-30,155091.41336394096
2014-04-06,155383.7536198403
2014-04-13,155649.37877972514
2014-04-20,155888.28884359542
2014-04-27,156100.4838114513
2014-05-04,156285.96368329262
2014-05-11,156444.7284591194
2014-05-18,156576.77813893167
2014-05-25,156682.11272272948
2014-06-01,156760.73221051277
2014-06-08,156812.6366022816
2014-06-15,156837.82589803587
2014-06-22,156836.30009777562
2014-06-29,156808.05920150087
2014-07-06,156753.1032092116
2014-07-13,156674.76387520984
2014-07-20,156576.3729537974
2014-07-27,156457.93044497434
2014-08-03,156319.43634874065
2014-08-10,156160.89066509632
2014-08-17,155982.29339404136
2014-08-24,155783.64453557582
2014-08-31,155564.9440896996
2014-09-07,155326.1920564128
2014-09-14,155067.38843571537
2014-09-21,154788.53322760726
2014-09-28,154489.62643208858
2014-10-05,154170.66804915923
2014-10-12,153831.65807881928
2014-10-19,153472.59652106874
2014-10-26,153093.48337590753
2014-11-02,152694.31864333566
2014-11-09,152275.1023233532
2014-11-16,151835.8344159601
2014-11-23,151376.51492115643
2014-11-30,150897.14383894205
2014-12-07,150397.7211693171
2014-12-14,149878.24691228152
2014-12-21,149338.7210678353
2014-12-28,148779.14363597843
2015-01-04,148200.0
2015-01-11,147599.83401003288
2015-01-18,146980.10181594416
2015-01-25,146340.31803444482
2015-02-01,145680.4826655348
2015-02-08,145000.59570921422
2015-02-15,144300.657165483
2015-02-22,143580.66703434108
2015-03-01,142840.62531578864
2015-03-08,142080.53200982552
2015-03-15,141300.38711645178
2015-03-22,140500.19063566744
2015-03-29,139679.9425674724
2015-04-05,138839.6429118668
2015-04-12,137979.29166885058
2015-04-19,137098.88883842368
2015-04-26,136198.4344205862
2015-05-03,135277.92841533807
2015-05-10,134337.3708226793
2015-05-17,133376.76164260996
2015-05-24,132396.10087512992
2015-05-31,131395.3885202393
2015-06-07,130374.62457793806
2015-06-14,129333.80904822619
2015-06-21,128272.94193110368
2015-06-28,127192.02322657054
2015-07-05,126091.05293462676
2015-07-12,124997.95023570028
2015-07-19,123940.634310219
2015-07-26,122919.1051581829
2015-08-02,121933.36277959199
2015-08-09,120983.40717444626
2015-08-16,120069.23834274572
2015-08-23,119190.85628449038
2015-08-30,118348.26099968025
2015-09-06,117541.45248831529
2015-09-13,116770.43075039554
2015-09-20,116035.19578592092
2015-09-27,115335.74759489155
2015-10-04,114672.08617730736
2015-10-11,114044.21153316835
2015-10-18,113452.12366247455
2015-10-25,112895.82256522588
2015-11-01,112375.30824142246
2015-11-08,111890.58069106421
2015-11-15,111441.63991415115
2015-11-22,111028.48591068332
2015-11-29,110651.11868066063
2015-12-06,110309.53822408315
2015-12-13,110003.74454095085
2015-12-20,109733.73763126374
2015-12-27,109499.51749502182
2016-01-03,109300.0
2016-01-10,109138.43754287358
2016-01-17,109011.57772696723
2016-01-24,108920.50468450607
2016-01-31,108865.21841549012
2016-02-07,108845.71891991935
2016-02-14,108862.00619779379
2016-02-21,108914.08024911338
2016-02-28,109001.94107387816
2016-03-06,109125.58867208817
2016-03-13,109285.02304374336
2016-03-20,109480.24418884372
2016-03-27,109711.25210738929
2016-04-03,109978.04679938004
2016-04-10,110280.62826481598
2016-04-17,110618.9965036971
2016-04-24,110993.15151602344
2016-05-01,111403.09330179496
2016-05-08,111848.82186101165
2016-05-15,112330.33719367355
2016-05-22,112847.63929978063
2016-05-29,113400.72817933289
2016-06-05,113989.60383233038
2016-06-12,114614.26625877303
2016-06-19,115274.71545866087
2016-06-26,115970.95143199392
2016-07-03,116702.97417877213
2016-07-10,117448.59794539743
2016-07-17,118185.63697827159
2016-07-24,118914.09127739465
2016-07-31,119633.96084276661
2016-08-07,120345.24567438748
2016-08-14,121047.94577225723
2016-08-21,121742.0611363759
2016-08-28,122427.59176674344
2016-09-04,123104.53766335992
2016-09-11,123772.89882622525
2016-09-18,124432.6752553395
2016-09-25,125083.86695070266
2016-10-02,125726.4739123147
2016-10-09,126360.49614017564
2016-10-16,126985.9336342855
2016-10-23,127602.78639464422
2016-10-30,128211.0544212519
2016-11-06,128810.7377141084
2016-11-13,129401.83627321385
2016-11-20,129984.35009856819
2016-11-27,130558.27919017142
2016-12-04,131123.62354802355
2016-12-11,131680.3831721246
2016-12-18,132228.5580624745
2016-12-25,132768.1482190733
2017-01-01,133300.0
2017-01-08,133821.57433101768
2017-01-15,134335.4102863632
2017-01-22,134840.66150795761
2017-01-29,135337.32799580094
2017-02-05,135825.40974989312
2017-02-12,136304.90677023426
2017-02-19,136775.81905682426
2017-02-26,137238.14660966318
2017-03-05,137691.88942875096
2017-03-12,138137.04751408767
2017-03-19,138573.6208656733
2017-03-26,139001.60948350778
2017-04-02,139421.0133675912
2017-04-09,139831.83251792347
2017-04-16,140234.06693450466
2017-04-23,140627.71661733475
2017-04-30,141012.78156641373
2017-05-07,141389.26178174163
2017-05-14,141757.15726331843
2017-05-21,142116.46801114414
2017-05-28,142467.1940252187
2017-06-04,142809.33530554216
2017-06-11,143142.89185211455
2017-06-18,143467.86366493584
2017-06-25,143784.250744006
2017-07-02,144092.05308932508
2017-07-09,144392.63867776105
2017-07-16,144694.21537052182
2017-07-23,144998.1511444755
2017-07-30,145304.44599962194
2017-08-06,145613.09993596128
2017-08-13,145924.1129534934
2017-08-20,146237.48505221837
2017-08-27,146553.21623213618
2017-09-03,146871.30649324684
2017-09-10,147191.7558355503
2017-09-17,147514.5642590466
2017-09-24,147839.73176373576
2017-10-01,148167.25834961774
2017-10-08,148497.14401669256
2017-10-15,148829.38876496023
2017-10-22,149163.99259442068
2017-10-29,149500.955505074
2017-11-05,149840.27749692017
2017-11-12,150181.95856995913
2017-11-19,150525.99872419095
2017-11-26,150872.39795961563
2017-12-03,151221.1562762331
2017-12-10,151572.27367404342
2017-12-17,151925.75015304657
2017-12-24,152281.58571324256
2017-12-31,152639.7803546314
2018-01-07,153000.0
2018-01-14,153363.2468809875
2018-01-21,153728.51876595482
2018-01-28,154096.149732115
2018-02-04,154466.139779468
2018-02-11,154838.48890801385
2018-02-18,155213.19711775248
2018-02-25,155590.264408684
2018-03-04,155969.69078080833
2018-03-11,156351.4762341255
2018-03-18,156735.62076863548
2018-03-25,157122.12438433833
2018-04-01,157510.987081234
2018-04-08,157902.2088593225
2018-04-15,158295.7897186038
2018-04-22,158691.729659078
2018-04-29,159090.028680745
2018-05-06,159490.68678360482
2018-05-13,159893.7039676575
2018-05-20,160299.080232903
2018-05-27,160706.81557934135
2018-06-03,161116.9100069725
2018-06-10,161529.36351579652
2018-06-17,161944.17610581336
2018-06-24,162361.34777702304
2018-07-01,162780.87852942554
2018-07-08,163202.76836302085
2018-07-15,163627.01727780906
2018-07-22,164053.62527379004
2018-07-29,164482.5923509639
2018-08-05,164913.9185093306
2018-08-12,165347.6037488901
2018-08-19,165783.64806964243
2018-08-26,166222.05147158762
2018-09-02,166662.81395472563
2018-09-09,167105.93551905648
2018-09-16,167551.41616458015
2018-09-23,167999.25589129666
2018-09-30,168449.45469920605
2018-10-07,168902.01258830822
2018-10-14,169356.92955860324
2018-10-21,169814.2056100911
2018-10-28,170273.8407427718
2018-11-04,170735.83495664533
2018-11-11,171200.18825171166
2018-11-18,171666.90062797084
2018-11-25,172135.9720854229
2018-12-02,172607.40262406773
2018-12-09,173081.19224390542
2018-12-16,173557.34094493595
2018-12-23,174035.84872715935
2018-12-30,174516.7155905755
2019-01-06,175000.0
